"Iteration","03_Downforce Monitor: 03_Downforce Monitor (N)","03_Downforce_Diffusor Monitor: 03_Downforce_Diffusor Monitor (N)","03_Downforce_Frontfluegel Monitor: 03_Downforce_Frontfluegel Monitor (N)","03_Downforce_Heckfluegel Monitor: 03_Downforce_Heckfluegel Monitor (N)","03_Downforce_HI Monitor: 03_Downforce_HI Monitor (N)","03_Downforce_Seitenkasten Monitor: 03_Downforce_Seitenkasten Monitor (N)","03_Downforce_Seitenkasten_Flap Monitor: 03_Downforce_Seitenkasten_Flap Monitor (N)","03_Downforce_Seitenkasten_Main Monitor: 03_Downforce_Seitenkasten_Main Monitor (N)","03_Downforce_VO Monitor: 03_Downforce_VO Monitor (N)","04_Cx Monitor: 04_Cx Monitor","04_Cz Monitor: 04_Cz Monitor","04_Luftwiderstand Monitor: 04_Luftwiderstand Monitor (N)","04_Luftwiderstand_Frontfluegel Monitor: 04_Luftwiderstand_Frontfluegel Monitor (N)","04_Luftwiderstand_Heckfluegel Monitor: 04_Luftwiderstand_Heckfluegel Monitor (N)","04_Luftwiderstand_Seitenkasten Monitor: 04_Luftwiderstand_Seitenkasten Monitor (N)","04_Luftwiderstand_Seitenkasten_Flap Monitor: 04_Luftwiderstand_Seitenkasten_Flap Monitor (N)","04_Luftwiderstand_Seitenkasten_Main Monitor: 04_Luftwiderstand_Seitenkasten_Main Monitor (N)","05_Massflow_KM Monitor: 05_Massflow_KM Monitor (kg/s)","06_Effizienz Monitor: 06_Effizienz Monitor","06_Effizienz_Diffusor Monitor: 06_Effizienz_Diffusor Monitor","06_Effizienz_Frontfluegel Monitor: 06_Effizienz_Frontfluegel Monitor","06_Effizienz_Heckfluegel Monitor: 06_Effizienz_Heckfluegel Monitor","06_Effizienz_Seitenkasten Monitor: 06_Effizienz_Seitenkasten Monitor","Iteration: Iteration 2"
48.0,128.39016369654667,9.096792927466538,57.23244273936305,45.72517470144409,89.47976384501649,25.79802232284084,13.179204984306061,11.937438131192566,38.91013197079774,0.6395882274499279,-1.3879522519162786,59.16402175024798,12.482138911008626,13.391498819714105,6.31296821000828,4.507404014647452,0.613962379395559,0.32363352872216977,0.0,13.35842265238711,4.58514707674715,3.4144926805452442,4.086512313168611,48.0
49.0,131.48133206785963,8.880350468471963,58.70942997167025,46.17560621539226,92.27367299064844,26.15073878013135,13.145464812044475,12.310860413759112,39.20738448909868,0.6475156934136045,-1.421369096154881,59.8973385133931,12.652122513333294,13.525410558330615,6.199281420106506,4.4415343065215485,0.5893147403027159,0.32237465769427587,0.0,13.145321839197887,4.64028307580803,3.413989247590834,4.218350000262138,49.0
50.0,134.4218307353922,8.666342172180821,60.128872041036296,46.59788137518696,94.91604733496172,26.480517562794297,13.104514480826968,12.670249073036809,39.50550243981857,0.6552871560500614,-1.453157136841587,60.61622445394236,12.803468869080326,13.654718983131517,6.08452363378637,4.373735900071756,0.5656090410060155,0.32090182849075854,0.0,12.91597247144294,4.696295406805278,3.412584428339542,4.352110231892648,50.0
51.0,139.8194708649169,8.24875237954899,62.77733333038832,47.359398558293606,99.75792124700807,27.051874136131634,13.003936883550699,13.323135610593793,40.06125691487861,0.6682505047778458,-1.511507921334036,61.815376991731576,13.038456755963148,13.870937035997738,5.834952179593106,4.230812647104545,0.5135077435055688,0.31739871698611827,0.0,12.448364791712779,4.8147824934631975,3.414289779802684,4.636177521855554,51.0
52.0,139.81192299792573,8.24848454116563,62.77440758891961,47.35461548172162,99.73180201307241,27.05067929577918,13.002828015515563,13.32280110803069,40.07982833828977,0.6693930483010385,-1.511426325683046,61.921066038145554,13.053051211509995,13.898982172194637,5.853118299482016,4.233879907496899,0.5201072798584707,0.31729959545512654,0.0,12.40663523224503,4.8091750022068425,3.4070563509647536,4.621584241373198,52.0
53.0,142.26119265716753,8.045829657850359,63.99292302154186,47.68935623397869,101.90944318778341,27.284143112371947,12.943284679262293,13.606681748895666,40.351451498014264,0.6753771819560609,-1.5379039719545284,62.474618149530926,13.153066573880682,14.014320742429229,5.737220510269628,4.162471246734275,0.49785206054503367,0.3151735326105297,0.0,12.135403716377628,4.865247405393569,3.4029017253470015,4.7556378674191295,53.0
54.0,144.54013560406815,7.850286146100376,65.14010418617717,47.9966145425877,103.92881441752291,27.479190946628922,12.878861100639092,13.857153884409646,40.611018250617825,0.6806539611827447,-1.5625403140548113,62.96273764194798,13.237128155256267,14.125884957860999,5.621505005321639,4.090443553260977,0.47560046897750213,0.31283961291518614,0.0,11.855621651498248,4.9210148471903254,3.397777532930974,4.888226715197361,54.0
55.0,146.62524877311074,7.659925301643559,66.2121285512428,48.27846522331027,105.77619711498552,27.634414648772196,12.809894862614572,14.072430950434633,40.84874417859379,0.6854444074903037,-1.5850812738538274,63.40586973439412,13.306073939271734,14.23405958183931,5.506478146152173,4.018167728031568,0.4532428507852112,0.3103064524625219,0.0,11.574124205682308,4.976083016931343,3.391756578348661,5.018527980190501,55.0
56.0,150.20632390625022,7.294355727828274,68.120844639634,48.77893844012382,108.95370763919352,27.819412781345218,12.660692595757343,14.388171930240878,41.252300955779816,0.6928504233504942,-1.62379421846125,64.0909506421244,13.388808088298683,14.419240946142384,5.269555562625724,3.871756328747528,0.4037333841195305,0.3048412994257881,0.0,11.039129423013014,5.087894619922819,3.382906119838005,5.279271173958987,56.0
57.0,150.20344074941085,7.294159805657396,68.11861837254499,48.7752771577116,108.93535817290923,27.818617682177248,12.65982067532071,14.387948525488605,41.267767299228154,0.6936472408879444,-1.6237630503101033,64.1646588939236,13.401191491610843,14.442287945304045,5.282617098637306,3.874360845123557,0.4076173953834674,0.3047030595339082,0.0,11.010549580507304,5.0830270140671665,3.377254167929191,5.266067398553888,57.0
58.0,151.69236112939132,7.117940706894477,68.95734866407918,48.995365985019966,110.2421404198819,27.8445303537326,12.578915192299606,14.484953230195831,41.4499021934017,0.6972310037394698,-1.639858912600631,64.49616878449922,13.429096873773636,14.543640256777772,5.17446300209572,3.803423440326865,0.38432073050525295,0.30167833909303576,0.0,10.735362498824482,5.134920785235341,3.368851616237321,5.381143964592119,58.0
59.0,153.01048239441582,6.9480696595983265,69.7131693920958,49.20089709308002,111.38860773595341,27.82978944950104,12.495301980078908,14.544762670736976,41.62155326393239,0.700081182821866,-1.6541083638468612,64.75981975552368,13.44558646554127,14.643726493533345,5.069285097720677,3.7339814169040175,0.36157807687811794,0.2985372836531886,0.0,10.475016007798043,5.184836642920612,3.359861788924226,5.489884453729829,59.0
60.0,154.15155419623514,6.779924486336333,70.39334890474845,49.39259607026565,112.3804521350339,27.76908123443079,12.406460342594263,14.56497473232005,41.77077816886753,0.7023743533364242,-1.6664438351270177,64.97194559583392,13.451041671310518,14.742650016002791,4.965832452921415,3.6652711287453243,0.3390578091287203,0.2952807967783283,0.0,10.234328730655852,5.233300931249744,3.350320058920966,5.592029432667256,60.0
61.0,155.87745498171662,6.482170059828577,71.45616933801234,49.71752408884102,113.85716206263444,27.595051415559272,12.241981786138483,14.54767585681235,42.019965234703285,0.7054355503740298,-1.6851015563482077,65.2551164240976,13.432494738534794,14.902194870349224,4.779033641679361,3.5436267127665544,0.2987019073703118,0.28941340612179944,0.0,9.865918886391443,5.319649903380995,3.3362551302938317,5.774190659570733,61.0
62.0,155.87700052364312,6.482042135908302,71.4553364846454,49.715508039302,113.84684315069245,27.59441587451549,12.24149353865861,14.547515942499954,42.02982970383736,0.7058482519472488,-1.6850966434632297,65.2932926815807,13.439172775927537,14.916644111748045,4.786553386754322,3.5451416326520544,0.30038463455756403,0.2892894376763976,0.0,9.849471910417542,5.3169445527657295,3.3328882600441663,5.764986545616861,62.0
